Project,Subproject of Deployments_annotated.jmp,Deployment,Deployme_1,Date_Out,Date_Retri,First_Dete,Survey_Day,Latitude,Longitude,Time_Zone,Habitat,Feature_Wa,Feature_Ro,Feature_Hu,Feature__1,Feature_Lo,Vegetation,Vegetati_1,Vegetati_2,Camera_Hei,Resticted_,Obstructed,Wide,gppcum_0.5deg,gppmin_0.5deg,gppvar_0.5deg,GPP_VAR1km,GPP_min1km,CUM_GPP1km,cultiv1km,gpw_v4_pop,GPP_Cum_combo,GPP_Min_combo,GPP_Var_combo,pop_log1p,GPP_min_combo_log1p,Subproject of untitled 3,Deployment_Name,N(Abert's Squirrel),N(Allen's Chipmunk),N(American Badger),N(American Beaver),N(American Bison),N(American Black Bear),N(American Marten),N(American Mink),N(American Red Squirrel),N(American Robin),N(Arizona Gray Squirrel),N(Bald Eagle),N(Bicycle),N(Black Vulture),N(Black-tailed Jackrabbit),N(Black-tailed Prairie Dog),N(Bobcat),N(Brown Bear),N(Brush Rabbit),N(Bushy-tailed Woodrat),N(California Quail),N(Camera Trapper),N(Canada Goose),N(Canada Lynx),N(Cliff Chipmunk),N(Collared Peccary),N(Common Pheasant),N(Corvid species),N(Coyote),N(Desert Cottontail),N(Desert Woodrat),N(Domestic Cat),N(Domestic Cow),N(Domestic Dog),N(Domestic Horse),N(Domestic Sheep),N(Douglas's Squirrel),N(Dusky Grouse),N(Eastern Chipmunk),N(Eastern Cottontail),N(Eastern Fox Squirrel),N(Eastern Gray Squirrel),N(Eastern Woodrat),N(Ermine),N(Fisher),N(Gambel's Quail),N(Gemsbok),N(Golden Eagle),N(Gray Wolf),N(Great Blue Heron),N(Greater Roadrunner),N(Grey Fox),N(Harris's Antelope Squirrel),N(Human non-staff),N(Javan Mongoose),N(Kit Fox),N(Least Chipmunk),N(Long-tailed Weasel),N(Marsh Rabbit),N(Merriam's Kangaroo Rat),N(Mexican Woodrat),N(Moose),N(Mountain Beaver),N(Mountain Cottontail),N(Mountain Quail),N(Mule Deer),N(Muskrat),N(Nine-banded Armadillo),N(No Animal),N(North American Otter),N(North American Porcupine),N(Northern Flying Squirrel),N(Northern Raccoon),N(Other Bird species),N(Owl species),N(Peromyscus species),N(Pronghorn),N(Puma),N(Pygmy Rabbit),N(Raptor species),N(Rattus species),N(Red Fox),N(Red Wolf),N(Reptile species),N(Ringtail),N(Rock Squirrel),N(Ruffed Grouse),N(Sharp-tailed Grouse),N(Snowshoe Hare),N(Southern Flying Squirrel),N(Spruce Grouse),N(Striped Skunk),N(Swamp Rabbit),N(Townsend's Chipmunk),N(Turkey Vulture),N(Uinta Chipmunk),N(Unknown Animal),N(Unknown Bear),N(Unknown Bird),N(Unknown Canid),N(Unknown Cervid),N(Unknown Chipmunk),N(Unknown Cottontail),N(Unknown Flying Squirrel),N(Unknown Ground Squirrel),N(Unknown Ground-Dove),N(Unknown Large Weasel_Badger_Otter),N(Unknown Pig_Peccary),N(Unknown Rabbit_Hare),N(Unknown Raptor),N(Unknown Skunk),N(Unknown Small Mammal),N(Unknown Small Weasel),N(Unknown Squirrel),N(Unknown Woodrat),N(Vehicle),N(Virginia Opossum),N(Wapiti),N(Western Gray Squirrel),N(Western Spotted Skunk),N(White-tailed Antelope Squirrel),N(White-tailed Deer),N(White-tailed Jackrabbit),N(Wild Boar),N(Wild Turkey),N(Woodchuck)
Snapshot USA - 2019,MI_Forest_Detroit,MI_Forest_Detroit_26,d63055,10/18/2019,10/29/2019,10/18/2019,11,42.44185,-83.19138,EST,anthropogenic,0,0,0,1,0,high,low,low,1,0,0,1,9242.02,0,0.908648,-9999,-9999,-9999,0,1468.57,9242.02,0,0.908648,7.29272512,0,MI_Forest_Detroit,MI_Forest_Detroit_26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,11,19,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Snapshot USA - 2019,MI_Forest_Detroit,MI_Forest_Detroit_27,d63056,10/19/2019,10/23/2019,10/19/2019,4,42.35236,-82.9856,EST,forest,0,0,0,0,1,low,medium,high,1,0,0,1,8747.5,0,0.98213,-9999,-9999,-9999,0.00642792,3182.51,8747.5,0,0.98213,8.0657396406,0,MI_Forest_Detroit,MI_Forest_Detroit_27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snapshot USA - 2019,MI_Forest_Detroit,MI_Forest_Detroit_28,d63057,10/19/2019,10/30/2019,10/19/2019,11,42.43698,-83.16639,EST,forest,0,0,0,0,1,low,medium,high,1,0,0,1,9086.9,0,0.912685,-9999,-9999,-9999,0,2138.65,9086.9,0,0.912685,7.6683975432,0,MI_Forest_Detroit,MI_Forest_Detroit_28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,4,0,0,0,0,0,0,10,22,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snapshot USA - 2019,MI_Forest_Detroit,MI_Forest_Detroit_30,d63059,10/18/2019,10/29/2019,10/18/2019,11,42.35897,-82.93833,EST,forest,0,0,0,0,1,low,low,high,1,0,0,0,8767.87,0,0.989191,-9999,-9999,-9999,0.00275482,1877.15,8767.87,0,0.989191,7.5380425288,0,MI_Forest_Detroit,MI_Forest_Detroit_30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,0,0,0,2,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Snapshot USA - 2019,MI_Forest_Detroit,MI_Forest_Detroit_31,d63060,10/18/2019,10/31/2019,10/18/2019,13,42.3576,-82.95232,EST,anthropogenic,0,0,0,1,0,high,low,medium,1,0,0,0,8766.57,0,0.985378,-9999,-9999,-9999,0.00275482,160.981,8766.57,0,0.985378,5.0874790444,0,MI_Forest_Detroit,MI_Forest_Detroit_31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
Snapshot USA - 2019,MI_Forest_Detroit,MI_Forest_Detroit_32,d63061,10/18/2019,10/31/2019,10/18/2019,13,42.39564,-82.97466,EST,anthropogenic,0,1,0,1,0,high,low,low,1,0,0,0,8721.2,0,0.976563,-9999,-9999,-9999,0.00459137,1698.59,8721.2,0,0.976563,7.4381423245,0,MI_Forest_Detroit,MI_Forest_Detroit_32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,26,77,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Snapshot USA - 2019,MI_Forest_Detroit,MI_Forest_Detroit_33,d63062,10/18/2019,10/29/2019,10/18/2019,11,42.35621,-83.10237,EST,forest,0,0,0,1,0,high,low,medium,1,0,0,0,9179.9,0,0.951237,-9999,-9999,-9999,0,474.835,9179.9,0,0.951237,6.1650711555,0,MI_Forest_Detroit,MI_Forest_Detroit_33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snapshot USA - 2019,MI_Forest_Detroit,MI_Forest_Detroit_34,d63063,10/19/2019,11/03/2019,10/19/2019,15,42.43698,-83.22945,EST,forest,0,0,0,0,0,medium,medium,high,1,0,0,0,9427.39,0,0.907381,-9999,-9999,-9999,0,1622.66,9427.39,0,0.907381,7.3924381392,0,MI_Forest_Detroit,MI_Forest_Detroit_34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snapshot USA - 2019,MI_Forest_Detroit,MI_Forest_Detroit_35,d63064,10/19/2019,10/24/2019,10/19/2019,5,42.43958,-83.23282,EST,forest,0,0,0,1,0,high,medium,medium,1,0,0,1,9472.57,0,0.907879,-9999,-9999,-9999,0,1622.66,9472.57,0,0.907879,7.3924381392,0,MI_Forest_Detroit,MI_Forest_Detroit_35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Snapshot USA - 2019,MI_Forest_Detroit,MI_Forest_Detroit_48,d63077,10/20/2019,11/01/2019,10/20/2019,12,42.314,-83.13615,EST,forest,0,0,0,0,0,low,medium,medium,1,0,0,0,9327.9,0,0.946747,-9999,-9999,-9999,0,1350.27,9327.9,0,0.946747,7.20880017,0,MI_Forest_Detroit,MI_Forest_Detroit_48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
Snapshot USA - 2019,MI_Forest_Detroit,MI_Forest_Detroit_6,d63035,10/20/2019,10/31/2019,10/21/2019,11,42.3987,-83.26998,EST,forest,0,0,0,0,0,high,high,medium,1,0,0,0,9915.37,0,0.921197,-9999,-9999,-9999,0,114.993,9915.37,0,0.921197,4.7535298445,0,MI_Forest_Detroit,MI_Forest_Detroit_6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,2,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,21,0,0,0,0
Snapshot USA - 2019,MI_Forest_Detroit,MI_Forest_Detroit_8,d63037,10/25/2019,10/31/2019,10/25/2019,6,42.3431,-83.2496,EST,anthropogenic,0,1,1,1,0,high,low,medium,1,0,0,1,9958.38,0,0.923845,0.917822,0,11788,0.00550964,752.413,11788,0,0.917822,6.6246135502,0,MI_Forest_Detroit,MI_Forest_Detroit_8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,23,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,14,0,0,0,0
Snapshot USA - 2019,MI_Forest_Detroit,MI_Forest_Detroit_9,d63038,10/25/2019,10/30/2019,10/25/2019,5,42.3681,-83.2521,EST,anthropogenic,0,0,0,1,0,high,low,high,1,0,0,0,9900.22,0,0.921403,-9999,-9999,-9999,0.00459137,0,9900.22,0,0.921403,0,0,MI_Forest_Detroit,MI_Forest_Detroit_9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,0,0,0,0
Snapshot USA - 2019,MA_Forest_Amherst,MA_Forest_Amherst_1,d63261,09/01/2019,09/30/2019,09/01/2019,29,42.39357,-72.48895,EST,forest,0,0,0,0,0,medium,low,high,1,0,0,0,14258.7,0.0515432,0.917984,0.812089,2,15558,0.136823,36.5976,15558,2,0.812089,3.6269402186,1.0986122887,MA_Forest_Amherst,MA_Forest_Amherst_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,14,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,0,0,0,0
Snapshot USA - 2019,MA_Forest_Amherst,MA_Forest_Amherst_10,d63270,09/04/2019,09/30/2019,09/04/2019,26,42.31592,-72.50197,EST,forest,0,0,0,0,0,low,medium,high,1,0,0,0,14356.3,0.0862355,0.917676,0.895142,0,14315,0.00367309,29.101,14315,0,0.895142,3.4045583938,0,MA_Forest_Amherst,MA_Forest_Amherst_10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Snapshot USA - 2019,MA_Forest_Amherst,MA_Forest_Amherst_11,d63271,09/01/2019,09/30/2019,09/02/2019,29,42.37383,-72.48542,EST,forest,0,0,0,0,0,medium,high,medium,1,0,0,0,14275.6,0.0560836,0.918356,0.921736,0,13816,0.0119376,261.419,13816,0,0.921736,5.569942463,0,MA_Forest_Amherst,MA_Forest_Amherst_11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,18,0,0,0,0
Snapshot USA - 2019,MA_Forest_Amherst,MA_Forest_Amherst_12,d63272,09/01/2019,09/30/2019,09/01/2019,29,42.41433,-72.49433,EST,forest,0,0,0,0,0,medium,medium,high,1,0,0,0,14260,0.0429224,0.918023,0.9119,0,14041,0.00550964,78.8966,14041,0,0.9119,4.3807332987,0,MA_Forest_Amherst,MA_Forest_Amherst_12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0
Snapshot USA - 2019,MA_Forest_Amherst,MA_Forest_Amherst_13,d63273,08/31/2019,10/21/2019,09/01/2019,51,42.39923,-72.50448,EST,forest,0,0,0,0,0,low,medium,high,1,0,0,0,14249.1,0.0509731,0.918465,0.925284,0,12408,0.0899908,199.021,12408,0,0.925284,5.298422361,0,MA_Forest_Amherst,MA_Forest_Amherst_13,0,0,0,0,0,5,0,0,15,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,46,1,0,178,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22,0,17,0,0,18,0,0,0,0,7,0,0,0,0
Snapshot USA - 2019,MA_Forest_Amherst,MA_Forest_Amherst_14,d63274,08/31/2019,09/27/2019,09/01/2019,27,42.38962,-72.50982,EST,forest,0,0,0,0,1,low,medium,high,1,0,0,0,14243.6,0.0576863,0.918673,0.930884,0,16608,0.00642792,565.579,16608,0,0.930884,6.3396165235,0,MA_Forest_Amherst,MA_Forest_Amherst_14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,55,0,0,135,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,75,0,7,0,0,13,0,0,0,0,28,0,0,0,0
Snapshot USA - 2019,MA_Forest_Amherst,MA_Forest_Amherst_16,d63276,09/01/2019,09/30/2019,09/01/2019,29,42.35102,-72.51055,EST,forest,0,0,0,0,0,medium,medium,high,1,0,0,0,14305.8,0.0589193,0.919085,0.925154,0,16511,0.104683,150.828,16511,0,0.925154,5.0227483012,0,MA_Forest_Amherst,MA_Forest_Amherst_16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,14,0,0,0,0
Snapshot USA - 2019,MA_Forest_Amherst,MA_Forest_Amherst_17,d63277,09/01/2019,09/30/2019,09/01/2019,29,42.36162,-72.47678,EST,forest,0,0,0,0,0,medium,low,high,1,0,0,0,14292.2,0.0574713,0.918351,0.89556,0,13702,0.00550964,890.891,13702,0,0.89556,6.7933439278,0,MA_Forest_Amherst,MA_Forest_Amherst_17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Snapshot USA - 2019,MA_Forest_Amherst,MA_Forest_Amherst_18,d63278,09/01/2019,09/27/2019,09/01/2019,26,42.34088,-72.49468,EST,forest,0,0,0,0,0,medium,low,high,1,0,0,0,14347.8,0.0659269,0.918351,0.848502,0,19776,0.0413223,45.3532,19776,0,0.848502,3.8362903295,0,MA_Forest_Amherst,MA_Forest_Amherst_18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
Snapshot USA - 2019,MA_Forest_Amherst,MA_Forest_Amherst_19,d63279,09/02/2019,09/30/2019,09/02/2019,28,42.3594,-72.53912,EST,forest,0,0,0,0,0,high,high,medium,1,0,0,0,14310.5,0.0570318,0.919392,0.998064,0,10977,0.283747,504.563,10977,0,0.998064,6.2256726598,0,MA_Forest_Amherst,MA_Forest_Amherst_19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
Snapshot USA - 2019,MA_Forest_Amherst,MA_Forest_Amherst_2,d63262,09/01/2019,09/28/2019,09/01/2019,27,42.39653,-72.53712,EST,forest,0,0,0,0,0,low,medium,medium,1,0,0,0,14285.4,0.0509259,0.918794,1.01635,0,9542,0.254362,11.3489,9542,0,1.01635,2.5135669903,0,MA_Forest_Amherst,MA_Forest_Amherst_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snapshot USA - 2019,MA_Forest_Amherst,MA_Forest_Amherst_20,d63280,09/02/2019,09/29/2019,09/02/2019,27,42.37475,-72.53228,EST,forest,0,0,0,0,0,medium,high,high,1,0,0,0,14288.9,0.0557147,0.919272,1.00093,0,11684,0.0174472,908.341,11684,0,1.00093,6.8127201613,0,MA_Forest_Amherst,MA_Forest_Amherst_20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Snapshot USA - 2019,MA_Forest_Amherst,MA_Forest_Amherst_4,d63264,08/31/2019,09/30/2019,09/01/2019,30,42.39448,-72.51022,EST,forest,0,0,0,0,0,medium,high,high,1,0,0,0,14245,0.0509889,0.918638,0.925284,0,12408,0.0192837,560.455,12408,0,0.925284,6.3305316285,0,MA_Forest_Amherst,MA_Forest_Amherst_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,173,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,35,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,26,0,0,0,0,26,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,25,0,0,0,0,1,0,0,0,0
Snapshot USA - 2019,MA_Forest_Amherst,MA_Forest_Amherst_5,d63265,09/01/2019,09/30/2019,09/01/2019,29,42.42257,-72.54245,EST,forest,0,0,0,0,0,low,medium,medium,1,0,0,0,14332.6,0.0403008,0.917956,0.992142,0,13077,0.147842,16.1101,13077,0,0.992142,2.8396689324,0,MA_Forest_Amherst,MA_Forest_Amherst_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,38,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,1,0,0,0,0,0,12,0,1,0,0,7,0,0,0,0,15,0,0,0,0
Snapshot USA - 2019,MA_Forest_Amherst,MA_Forest_Amherst_6,d63266,09/02/2019,09/30/2019,09/02/2019,28,42.42845,-72.49945,EST,forest,0,0,0,0,0,medium,high,high,1,0,0,0,14271.2,0.0404798,0.918439,0.901088,0,14470,0.00734619,77.0263,14470,0,0.901088,4.3570459493,0,MA_Forest_Amherst,MA_Forest_Amherst_6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,8,0,0,0,0
